Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
27016509,IES Marqués de Sargadelos,Rúa A Veiga (San Cibrao) s/n,Cervo,Lugo,27890,982870193,IES,43.691437,-7.437648,Pública,Non,Si
27016546,ESMU Municipal de Ribadeo,Rúa CLEMENTE MARTINEZ PASARON 10,Ribadeo,Lugo,27700,982130856,ESMU,43.53468,-7.0403666,Pública,Non,Non
27016558,CMUS Profesional Xoán Montes,Rúa Castiñeira 5,Lugo,Lugo,27002,982250563,CMUS,42.99942,-7.546835,Pública,Non,Si
27016561,EMUSPR de Antas de Ulla,Rúa Miguel Angel Blanco 16,Antas de Ulla,Lugo,27570,982379057,EMUSPR,42.784237,-7.889793,Privada,Non,Non
27016571,ESMU Municipal de Foz,Rúa Alfonso X O Sabio s/n,Foz,Lugo,27780,982132689,ESMU,43.569313,-7.2558017,Pública,Non,Non
27016595,ESMU Municipal de Monforte de Lemos,Praza de España 3,Monforte de Lemos,Lugo,27400,982402498,ESMU,42.528152,-7.5118093,Pública,Non,Non
27016601,ESMU Municipal O Barrido,Avenida do Generalisimo s/n,Paradela,Lugo,27611,982541101,ESMU,42.76681,-7.567829,Pública,Non,Non
27016613,IES Río Miño,Rúa Rosalia de Castro s/n,Rábade,Lugo,27370,982870652,IES,43.122746,-7.630608,Pública,Non,Si
27016625,IES Illa de Sarón,Rúa Agramonte,Xove,Lugo,27870,982870973,IES,43.686398,-7.503292,Pública,Non,Si
27016637,ESMU Municipal de Sober,Praza do Concello s/n - Casa da Cultura,Sober,Lugo,27460,982460513,ESMU,42.462257,-7.586628,Pública,Non,Non
27016649,IES Alfoz - Valadouro,Estr. Mondoñedo-Ferreira do Valadouro,Alfoz,Lugo,27774,982870051,IES,43.54345,-7.422407,Pública,Non,Si
27016662,CEIP Plurilingüe de Monforte de Lemos,Rúa Emilia Casas Baamonde s/n,Monforte de Lemos,Lugo,27400,982828310,CEIP,42.52821,-7.511572,Pública,Non,Si
27016674,CEP Luís Tobío,Avenida Martin Ledesma s/n,Viveiro,Lugo,27850,982870942,CEP,43.66426,-7.6001573,Pública,Non,Si
27016704,IES Leiras Pulpeiro,Rúa Orquídea 45,Lugo,Lugo,27004,982870419,IES,43.012924,-7.5740433,Pública,Non,Si
27016716,IES Fonmiñá,Avenida Doutor Cabaneiro s/n,A Pastoriza,Lugo,27287,982870015,IES,43.298943,-7.339291,Pública,Non,Si
27016728,CEIP Illa Verde,Rúa Roi Xordo 2,Lugo,Lugo,27002,982828143,CEIP,43.00032,-7.5509763,Pública,Non,Si
27016731,ESMU Municipal de Burela,Rúa DO CANCELO 33,Burela,Lugo,27880,982580720,ESMU,43.658985,-7.3631897,Pública,Non,Non
27020513,CMUS Profesional Mestre Ibáñez,Monforte de Lemos,Monforte de Lemos,Lugo,27400,982403893,CMUS,42.528152,-7.511775,Pública,Non,Non
27020525,ESMU Municipal de Sarria,"Rúa  Marqués de Ugena, s/n - Casa da cultura 00",Sarria,Lugo,27600,,ESMU,42.779957,-7.416459,Pública,Non,Non
27020549,ESMU Municipal de Ribas de Sil,"Rúa  Colexios, s/n 00",Ribas de Sil,Lugo,27310,982428237,ESMU,42.46697,-7.287137,Pública,Non,Non
27020550,ESMU Municipal O Pallarego,"Praza DO CONCELLO, CASA DO CONCELLO",Mondoñedo,Lugo,27740,982521901,ESMU,43.429638,-7.3640475,Pública,Non,Non
27020562,IES de Foz,Rúa Castelao s/n,Foz,Lugo,27780,982870287,IES,43.565117,-7.2677455,Pública,Non,Si
27020586,CPR Galén,Calzada XIÁN 8,Lugo,Lugo,27296,982265205,CPR,43.0209,-7.5854697,Privada,Non,Non
27020598,CEMU Profesional Fingoi,"Avenida  Aviación Española, 37 00",Lugo,Lugo,27003,982221630,CEMU,42.998226,-7.553927,Privada,Non,Non
27020604,EMUSPR Cantarela,Rúa Xian s/n,Lugo,Lugo,27003,982652061,EMUSPR,43.020794,-7.5856304,Privada,Non,Non
27020616,CPR Attelier,"Rúa  Concepción Arenal, 18 - baixo",Lugo,Lugo,27004,982227854,CPR,43.01536,-7.5602546,Privada,Non,Non
27020628,EOI de Viveiro Luz Pozo Garza,"Rúa  Lavandeira, s/n - 1º",Viveiro,Lugo,27863,982551745,EOI,43.676285,-7.5899863,Pública,Non,Si
27020677,CPR Dioptra,"Praza Conde Fontao, 4 - baixo",Lugo,Lugo,27003,982284361,CPR,43.01496,-7.552564,Privada,Non,Non
27020689,ESMU Municipal  da Pastoriza,Pastoriza (O Salvador),A Pastoriza,Lugo,27287,982332200,ESMU,43.301556,-7.349317,Pública,Non,Non
27020690,EOI de Ribadeo,Casa Casa do Óptico,Ribadeo,Lugo,27700,982129657,EOI,43.538235,-7.0501757,Pública,Non,Si
27020707,CDAN Conservatorio Profesional de Danza,Rúa Músico Xosé Castiñeira 3,Lugo,Lugo,27002,982284704,CDAN,42.999752,-7.5462556,Pública,Non,Si
27020744,CEMU Galén,Rúa XIAN 8,Lugo,Lugo,27003,,CEMU,43.021027,-7.5856304,Privada,Non,Non
27020756,CPR TIC,Rúa Frei Plácido Rey Lemos s/n,Lugo,Lugo,27004,982284667,CPR,43.007046,-7.560659,Privada,Non,Non
27020771,ESMU Municipal de Meira,Rúa AGRA s/n,Meira,Lugo,27240,,ESMU,43.214527,-7.2958875,Pública,Non,Non
27020781,ESMU Municipal de Taboada,Avenida DE LUGO 59,Taboada,Lugo,27550,,ESMU,42.71725,-7.7629247,Pública,Non,Non
27020793,CIFP Porta da Auga,Avenida LUARCA,Ribadeo,Lugo,27700,982128894,CIFP,43.53567,-7.0511627,Pública,Non,Si
27020801,CEIP Plurilingüe de Monterroso,Barrio dos Piñeiros 9,Monterroso,Lugo,27560,982377180,CEIP,42.799545,-7.8312645,Pública,Non,Si
27020811,EPAPU de Bonxe,Lugar de Bonxe,Outeiro de Rei,Lugo,27153,982393218,EPAPU,43.103535,-7.5815964,Pública,Non,Si
27020823,EPAPU de Monterroso,Estrada de Vegadeo-Pontevedra,Monterroso,Lugo,27568,982377043,EPAPU,42.81028,-7.7713466,Pública,Non,Si
27020835,ESMU de Pontenova,Rúa Estación,A Pontenova,Lugo,27720,-,ESMU,43.348232,-7.191303,Pública,Non,Non
27020847,ESMU Municipal de Pobra de Brollón,Avenida OUTEIRO s/n,A Pobra do Brollón,Lugo,27330,980430061,ESMU,42.54967,-7.3944387,Pública,Non,Non
27020859,CEIP Península da Paz,Estrada Río Covo s/n,Cervo,Lugo,27890,982594406,CEIP,43.68966,-7.441703,Pública,Non,Si
27020860,CPR Waldorf Meniñeiros,Rúa Donas,Friol,Lugo,27299,696495725,CPR,43.01882,-7.7136683,Privada,Non,Non
27020872,ESMU Municipal de Xove,Camiño Real,Xove,Lugo,27870,,ESMU,43.685936,-7.509091,Pública,Non,Non
27020884,EMUSPR Fábrica de Sons,Rúa Paxariños 45 Baixo,Lugo,Lugo,27002,,EMUSPR,43.010033,-7.550217,Privada,Non,Non
27020896,ESMU Municipal de Rábade,Rúa Alcalde José Penas s/n,Rábade,Lugo,27370,,ESMU,43.12072,-7.622355,Pública,Non,Non
27020902,IES de Ribadeo Dionisio Gamallo,Rúa Xardín s/n,Ribadeo,Lugo,27700,982870666,IES,43.537457,-7.051281,Pública,Non,Si
27020914,CPR Paso a Paso Formación,Rúa Vila Verde 25 Baixo,Lugo,Lugo,27002,982062062,CPR,43.003788,-7.5475,Privada,Non,Non
27020926,CAD Tándem,Avenida Cervantes s/n,Viveiro,Lugo,27850,,CAD,43.66305,-7.594472,Privada,Non,Non
27020938,ESMU Municipal de Lugo,Rúa Quiroga Ballesteros s/n 1º andar,Lugo,Lugo,27001,,ESMU,43.012314,-7.558372,Pública,Non,Non
27020941,ESMU Municipal de Monterroso,Rúa Poeta Lorenzo Varela s/n,Monterroso,Lugo,27560,,ESMU,42.79437,-7.8337917,Pública,Non,Non
27020951,ESMU Municipal de Begonte,Avenida de Galicia 104,Begonte,Lugo,27373,,ESMU,43.152317,-7.6881156,Pública,Non,Non
27020963,ESMU Municipal de Outeiro de Rei,Lugar Penelas 16,Outeiro de Rei,Lugo,27154,,ESMU,43.09033,-7.6011906,Pública,Non,Non
27601509,EPAPU Albeiros,Parque da Milagrosa s/n,Lugo,Lugo,27003,982828106,EPAPU,43.022408,-7.562322,Pública,Non,Si
